name,town,category,discontinued
"Thise Mejeri, Afd. Vinderup Ostelager","Nr Bjertvej 21, 7830 Vinderup",Nhà máy chế biến; Kho lạnh bảo quản,
"Good Food Group A/S , Tårs","Industrivej 3, 9830 Tårs",Nhà máy chế biến,
Arla Innovation Centre,"Agro Food Park 19, 8200 Aarhus N",Nhà máy chế biến,
"Hønseriet Åstrup Bakke, pakkeri","Aalborgvej 206, 8830 Tjele",Trung tâm đóng gói trứng,
"VALLØ ØKO ApS, æggepakkeri","Billesøvej 3, 4600 Køge",Trung tâm đóng gói trứng,
"Karup Æg, v/Søren Borrisholt Sørensen","Karupvej 112, 9300 Sæby",Trung tâm đóng gói trứng,
"Henriks Æg, ægpakkeri","Vellensbyvejen 10, 3700 Rønne",Trung tâm đóng gói trứng,
Hylkegård ApS,"Hingevej 9, 8370 Hadsten",Trung tâm đóng gói trứng,
Korsmedergaard,"Klørupvej 13, 8920 Randers NV",Trung tâm đóng gói trứng,
"St. Gåsdal ApS, Ægpakkeri","Gåsdalvej 36, 6900 Skjern",Trung tâm đóng gói trứng,
"HC Økoæg, Ægpakkeri","Vejlevej 27, 7323 Give",Trung tâm đóng gói trứng,
"Ommestrup ægpakkeri , John Bjerregaard","Ebeltoftvej 120, 8544 Mørke",Trung tâm đóng gói trứng,
"Olsgaard, Æg pakkeri","Gammel Horsensvej 219, 8660 Skanderborg",Trung tâm đóng gói trứng,
"Varde Ådal lam I/S, Ægpakkeri","Toftnæsvej 30, 6800 Varde",Trung tâm đóng gói trứng,
Hegnsholt ægpakkeri,"Lejrevej 52A, 4320 Lejre",Trung tâm đóng gói trứng,
Vibens Fryd Ægpakkeri,"Vibberstoftvej 9, 7752 Snedsted",Trung tâm đóng gói trứng,
"Lammehave økologi, Æggepakkeri","Eriksdalsvej 24, 4871 Horbelev",Trung tâm đóng gói trứng,
Lille Smørum Økologi,"Råbrovej 17, 2765 Smørum",Trung tâm đóng gói trứng,
Stengårdens Ægpakkeri,"Høveltevej 40, 3460 Birkerød",Trung tâm đóng gói trứng,
Michael Kaiser - ægpakkeri,"Hammervej 28, 7173 Vonge",Trung tâm đóng gói trứng,
Hyrupdal Æg,"Øsby Søndergade 31, 6100 Haderslev",Trung tâm đóng gói trứng,
Top Æg ApS,"Nybrovej 16B, 8800 Viborg",Trung tâm đóng gói trứng,
Landmand Taus Bo Adamsen,"Klausholmvej 5, 9280 Storvorde",Trung tâm đóng gói trứng,
THORUPs Ægpakkeri,"Slemmingvej 4, 8500 Grenaa",Trung tâm đóng gói trứng,
"Jan Hansen, Ægpakkeri","Stokholtsvej 66, 4173 Fjenneslev",Trung tâm đóng gói trứng,
Yduns Have ægpakkeriet,"Alstrup 2, 8305 Samsø",Trung tâm đóng gói trứng,
"Æggegården Glud, Ægpakkeri","Gludvej 66, 7130 Juelsminde",Trung tâm đóng gói trứng,
Frostegård Ægpakkeri,"Almindingsvej 25, 3720 Aakirkeby",Trung tâm đóng gói trứng,
"Arvelund Æg, Æggepakkeri","Egensevej 13, 4840 Nørre Alslev",Trung tâm đóng gói trứng,
"baagaard ægpakkeri, v/Bitten Aagaard Jensen","Ravnholtvej 149, 8310 Tranbjerg J",Trung tâm đóng gói trứng,
"I/S Vester Storetoft, Ægpakkeri","Vester Storetoft 67, 6720 Fanø",Trung tâm đóng gói trứng,
"Skelleris den lille øko gård, Æggepakkeri","Præsteskov 6, 4293 Dianalund",Trung tâm đóng gói trứng,
"LANDBRUG VITTENBJERGGÅRD V/JØRGEN HEGGELUND, Ægpakkeri","Ejbyvej 105, 4632 Bjæverskov",Trung tâm đóng gói trứng,
Mobrogaard Ægpakkeri,"Kildevej 1B, 3200 Helsinge",Trung tâm đóng gói trứng,
"Feldskov Have, Æggepakkeri","Feldskovvej 40, 4180 Sorø",Trung tâm đóng gói trứng,
Stensbølgård Ægpakkeri,"Smedevej 18, 4070 Kirke Hyllinge",Trung tâm đóng gói trứng,
Bølling GræsÆg v. Jens Mogensen,"Egtvedvej 100, 6040 Egtved",Trung tâm đóng gói trứng,
Kathrinelund Gårdbutik Ægpakkeri,"Guldagervej 50, 6710 Esbjerg V",Trung tâm đóng gói trứng,
"Egeskovgaard, Ægpakkeri","Lebølvej 35, 6470 Sydals",Trung tâm đóng gói trứng,
Stokmosegård,"Skalkendrupvej 60, 5800 Nyborg",Trung tâm đóng gói trứng,
Fam. Christoffersens gårdbutik,"Teglværksvej 24, 4700 Næstved",Trung tâm đóng gói trứng,
"Møllebakkegaard ægpakkeri, Æggepakkeri","Præstetoften 3, 4735 Mern",Trung tâm đóng gói trứng,
Korslund,"Randersvej 5, 8410 Rønde",Trung tâm đóng gói trứng,
Kokærgård Ægpakkeri,"Kokærvej 90, 6070 Christiansfeld",Trung tâm đóng gói trứng,
"Eskeholm, Ægpakkeri","Mellerup Bygade 2, 6392 Bolderslev",Trung tâm đóng gói trứng,
Den Gamle Gaard Ægpakkeri,"Sorøvej 106, 4350 Ugerløse",Trung tâm đóng gói trứng,
Trustrupgaard Ægpakkeri,"Lykkesholmvej 2 A, 8570 Trustrup",Trung tâm đóng gói trứng,
Søndergård,"Rengevej 6, 4660 Store Heddinge",Trung tâm đóng gói trứng,
Bondens,"Hovedvejen 126, 4720 Præstø",Trung tâm đóng gói trứng,
Robert Mouritsen,"Kollevej 25, 6830 Nørre Nebel",Trung tâm đóng gói trứng,
Dm Æg I/S,"Vejlebyvej 19, 4970 Rødby",Trung tâm đóng gói trứng,
Abildskærgård,"Abildskærvej 2, 6630 Rødding",Trung tâm đóng gói trứng,
DANÆG A/S,"Danægvej 1, 6070 Christiansfeld",Trung tâm đóng gói trứng,
"Nørbygaard økologi I/S, Ægpakkeri","Roostvej 4, 6240 Løgumkloster",Trung tâm đóng gói trứng,
"Gravlund Øko æg v/Sonja Knudsen, Ægpakkeri","Gravlundvej 14, 6683 Føvling",Trung tâm đóng gói trứng,
Mark Andersen,"Præstegårdsvej 9, 6771 Gredstedbro",Trung tâm đóng gói trứng,
"Hedelykke Græsæg, Ægpakkeri","Grindstedvej 80, 7184 Vandel",Trung tâm đóng gói trứng,
Fyns GræsÆg,"Snarupvejen 24, 5750 Ringe",Trung tâm đóng gói trứng,
Fra Kæret,"Emmelev Kærvej 5, 8500 Grenaa",Trung tâm đóng gói trứng,
La Petite Ferme I/S,"Hulgaden 17, 8400 Ebeltoft",Trung tâm đóng gói trứng,
"Danske Andeæg, Ægpakkeri","Møllevej 3, 4490 Jerslev Sjælland",Trung tâm đóng gói trứng,
"Vindelevgård gårdbutik, Ægpakkeri","Vindelevvej 7, 7300 Jelling",Trung tâm đóng gói trứng,
Maarager Gårdbutik (Ægpakkeri),"Lyngby Torp 60, 9480 Løkken",Trung tâm đóng gói trứng,
"Omfaun Landbrug, Ægpakkeri","Slotsgade 6, 9330 Dronninglund",Trung tâm đóng gói trứng,
Brodamgaard ægpakkeri,"Brodam 5, 9310 Vodskov",Trung tâm đóng gói trứng,
Æggepakkeriet Kiku,"Næssundvej 488, 7960 Karby",Trung tâm đóng gói trứng,
DAVA Foods Denmark A/S,"Glerupvej 5, 9560 Hadsund",Cơ sở sản xuất trứng lỏng tiệt trùng; Nhà máy chế biến; Trung tâm đóng gói trứng,
Nøvling Gårdbutik,"Blüchersvej 2, 7480 Vildbjerg",Trung tâm đóng gói trứng,
Maarten Damsteegt,"Smedagervej 4, 6360 Tinglev",Trung tâm đóng gói trứng,
"Græs-Æg Møn, Ægpakkeri","Vindebækvej 17, 4792 Askeby",Trung tâm đóng gói trứng,
Bjergsted græs æg V Bertram Berntsen,"Bjergstedvej 50, 4450 Jyderup",Trung tâm đóng gói trứng,
Ilsøegaard ApS,"Hejselvej 11, 6372 Bylderup-Bov",Trung tâm đóng gói trứng,
Skovlej Græsæg,"Blansskov 17, 6400 Sønderborg",Trung tâm đóng gói trứng,
Dueholm Ægpakkeri,"Hovedgårdvej 7, 8660 Skanderborg",Trung tâm đóng gói trứng,
Virova ApS,"Dyrkærvej 11, 8700 Horsens",Trung tâm đóng gói trứng,
"Vinkelgaard, Æggepakkeri","Vigerstedvej 8, 4100 Ringsted",Trung tâm đóng gói trứng,
"Gårdbutikken Lystlunden, Ægpakkeri","Vestergade 166, 6051 Almind",Trung tâm đóng gói trứng,
Tranum Økobrug - Jarmstedgaard - ægpakkeri,"Jarmsted Byvej 6, 9460 Brovst",Trung tâm đóng gói trứng,
"Annas Gårdbutik, Ægpakkeri","Langemosevej 13, 5853 Ørbæk",Trung tâm đóng gói trứng,
OVODAN FOODS A/S,"Havnegade 31-35, 36, 37 + Gøteborggade 2- 4; Tolderlundsvej 100;, 5000 Odense C",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
Danæg Products A/S,"Maglegårdsvej 13, 4000 Roskilde",Cơ sở sản xuất trứng lỏng tiệt trùng; Nhà máy chế biến,
DAT-Schaub A/S,"Estrupvej 9, 6700 Esbjerg",Cơ sở bọc màng và tái đóng gói; Nhà máy chế biến,
Scan-Hide A.m.b.A.,"Industrivej 15, 5762 Vester Skerninge",Xưởng thuộc da,
Fertin Pharma A/S,"Dandyvej 19, 7100 Vejle",Nhà máy chế biến,
A/S ORTHANA KEMISK FABRIK,"Englandsvej 350-356, 2770 Kastrup",Nhà máy chế biến,
ZPD A/S,"H E Bluhmes Vej 63, 6700 Esbjerg",Nhà máy chế biến,
BASF A/S,"Malmparken 5, 2750 Ballerup",Nhà máy chế biến,
Greenow Aps,"Mellem Broerne 12, 4100 Ringsted",Nhà máy sản xuất,
DanHoney Aps,"Reerslevvej 18 B, 4291 Ruds Vedby",Nhà máy sản xuất,
OBC Biavl,"Østerbro 1, 8970 Havndal",Nhà máy sản xuất,
"Tjørnemosegård, Jens Fjordhøj","Kostervej 51, 4780 Stege",Nhà máy sản xuất,
"Nordjysk Biavlscenter ApS, detail","Ølsvej 46, 9500 Hobro",Nhà máy sản xuất,
Aulum Biavlscenter ApS,"Buntmagervej 18, 7490 Aulum",Nhà máy sản xuất,
